Id,Geography,MedianIncome
0500000US17069,"Hardin County, Illinois",39524
0500000US17071,"Henderson County, Illinois",47428
0500000US17073,"Henry County, Illinois",55755
0500000US17075,"Iroquois County, Illinois",48857
0500000US17077,"Jackson County, Illinois",36008
0500000US17079,"Jasper County, Illinois",56523
0500000US17081,"Jefferson County, Illinois",46109
0500000US17083,"Jersey County, Illinois",56320
0500000US17085,"Jo Daviess County, Illinois",55532
0500000US17087,"Johnson County, Illinois",45743
0500000US17089,"Kane County, Illinois",74862
0500000US17091,"Kankakee County, Illinois",56542
0500000US17093,"Kendall County, Illinois",89860
0500000US17095,"Knox County, Illinois",41972
0500000US17097,"Lake County, Illinois",82613
0500000US17099,"LaSalle County, Illinois",54693
0500000US17101,"Lawrence County, Illinois",44504
0500000US17103,"Lee County, Illinois",58319
0500000US17105,"Livingston County, Illinois",54339
0500000US17107,"Logan County, Illinois",58271
0500000US17109,"McDonough County, Illinois",42911
0500000US17111,"McHenry County, Illinois",82230
0500000US17113,"McLean County, Illinois",64573
0500000US17115,"Macon County, Illinois",49052
0500000US17117,"Macoupin County, Illinois",53890
0500000US17119,"Madison County, Illinois",56536
0500000US17121,"Marion County, Illinois",44679
0500000US17123,"Marshall County, Illinois",55173
0500000US17125,"Mason County, Illinois",44695
0500000US17127,"Massac County, Illinois",42168
0500000US17129,"Menard County, Illinois",62368
0500000US17131,"Mercer County, Illinois",55649
0500000US17133,"Monroe County, Illinois",74410
0500000US17135,"Montgomery County, Illinois",47807
0500000US17137,"Morgan County, Illinois",49353
0500000US17139,"Moultrie County, Illinois",53979
0500000US17141,"Ogle County, Illinois",57655
0500000US17143,"Peoria County, Illinois",53063
0500000US17145,"Perry County, Illinois",45864
0500000US17147,"Piatt County, Illinois",67360
0500000US17149,"Pike County, Illinois",41387
0500000US17151,"Pope County, Illinois",41139
0500000US17153,"Pulaski County, Illinois",34655
0500000US17155,"Putnam County, Illinois",64741
0500000US17157,"Randolph County, Illinois",49717
0500000US17159,"Richland County, Illinois",46454
0500000US17161,"Rock Island County, Illinois",51426
0500000US17163,"St. Clair County, Illinois",51103
0500000US17165,"Saline County, Illinois",40722
0500000US17167,"Sangamon County, Illinois",58687
0500000US17169,"Schuyler County, Illinois",47321
0500000US17171,"Scott County, Illinois",48542
0500000US17173,"Shelby County, Illinois",49807
0500000US17175,"Stark County, Illinois",52284
0500000US17177,"Stephenson County, Illinois",46427
0500000US17179,"Tazewell County, Illinois",60874
0500000US17181,"Union County, Illinois",46716
0500000US17183,"Vermilion County, Illinois",44930
0500000US17185,"Wabash County, Illinois",49716
0500000US17187,"Warren County, Illinois",47278
0500000US17189,"Washington County, Illinois",54520
0500000US17191,"Wayne County, Illinois",46405
0500000US17193,"White County, Illinois",46279
0500000US17195,"Whiteside County, Illinois",51969
0500000US17197,"Will County, Illinois",80782
0500000US17199,"Williamson County, Illinois",48600
0500000US17201,"Winnebago County, Illinois",51110
0500000US17203,"Woodford County, Illinois",69507
0500000US18001,"Adams County, Indiana",48290
0500000US18003,"Allen County, Indiana",51091
0500000US18005,"Bartholomew County, Indiana",57331
0500000US18007,"Benton County, Indiana",49183
0500000US18009,"Blackford County, Indiana",40622
0500000US18011,"Boone County, Indiana",75591
0500000US18013,"Brown County, Indiana",59292
0500000US18015,"Carroll County, Indiana",56188
0500000US18017,"Cass County, Indiana",45558
0500000US18019,"Clark County, Indiana",52834
0500000US18021,"Clay County, Indiana",50924
0500000US18023,"Clinton County, Indiana",51659
0500000US18025,"Crawford County, Indiana",40067
0500000US18027,"Daviess County, Indiana",48355
0500000US18029,"Dearborn County, Indiana",62905
0500000US18031,"Decatur County, Indiana",52270
0500000US18033,"DeKalb County, Indiana",51374
0500000US18035,"Delaware County, Indiana",41208
0500000US18037,"Dubois County, Indiana",57307
0500000US18039,"Elkhart County, Indiana",52449
0500000US18041,"Fayette County, Indiana",41476
0500000US18043,"Floyd County, Indiana",59451
0500000US18045,"Fountain County, Indiana",46669
0500000US18047,"Franklin County, Indiana",55588
0500000US18049,"Fulton County, Indiana",47108
0500000US18051,"Gibson County, Indiana",51149
0500000US18053,"Grant County, Indiana",42046
0500000US18055,"Greene County, Indiana",49648
0500000US18057,"Hamilton County, Indiana",90582
0500000US18059,"Hancock County, Indiana",70973
0500000US18061,"Harrison County, Indiana",53897
0500000US18063,"Hendricks County, Indiana",74245
0500000US18065,"Henry County, Indiana",46131
0500000US18067,"Howard County, Indiana",47958
0500000US18069,"Huntington County, Indiana",50063
0500000US18071,"Jackson County, Indiana",49080
0500000US18073,"Jasper County, Indiana",56574
0500000US18075,"Jay County, Indiana",42878
0500000US18077,"Jefferson County, Indiana",50722
0500000US18079,"Jennings County, Indiana",48362
0500000US18081,"Johnson County, Indiana",65272
0500000US18083,"Knox County, Indiana",44837
0500000US18085,"Kosciusko County, Indiana",57190
0500000US18087,"LaGrange County, Indiana",58336
0500000US18089,"Lake County, Indiana",52559
0500000US18091,"LaPorte County, Indiana",49921
0500000US18093,"Lawrence County, Indiana",49985
0500000US18095,"Madison County, Indiana",45432
0500000US18097,"Marion County, Indiana",44869
0500000US18099,"Marshall County, Indiana",51869
0500000US18101,"Martin County, Indiana",49372
0500000US18103,"Miami County, Indiana",46666
0500000US18105,"Monroe County, Indiana",45689
0500000US18107,"Montgomery County, Indiana",53075
0500000US18109,"Morgan County, Indiana",60317
0500000US18111,"Newton County, Indiana",52193
0500000US18113,"Noble County, Indiana",52393
0500000US18115,"Ohio County, Indiana",58359
0500000US18117,"Orange County, Indiana",42803
0500000US18119,"Owen County, Indiana",48315
0500000US18121,"Parke County, Indiana",44643
0500000US18123,"Perry County, Indiana",49689
0500000US18125,"Pike County, Indiana",50196
0500000US18127,"Porter County, Indiana",65979
0500000US18129,"Posey County, Indiana",60992
0500000US18131,"Pulaski County, Indiana",47633
0500000US18133,"Putnam County, Indiana",55295
0500000US18135,"Randolph County, Indiana",44985
0500000US18137,"Ripley County, Indiana",53698
0500000US18139,"Rush County, Indiana",47955
0500000US18141,"St. Joseph County, Indiana",48121
0500000US18143,"Scott County, Indiana",49243
0500000US18145,"Shelby County, Indiana",57216
0500000US18147,"Spencer County, Indiana",55280
0500000US18149,"Starke County, Indiana",45526
0500000US18151,"Steuben County, Indiana",52749
0500000US18153,"Sullivan County, Indiana",45031
0500000US18155,"Switzerland County, Indiana",43468
0500000US18157,"Tippecanoe County, Indiana",50486
0500000US18159,"Tipton County, Indiana",53931
0500000US18161,"Union County, Indiana",45531
0500000US18163,"Vanderburgh County, Indiana",44815
0500000US18165,"Vermillion County, Indiana",45440
0500000US18167,"Vigo County, Indiana",42030
0500000US18169,"Wabash County, Indiana",49052
0500000US18171,"Warren County, Indiana",58950
0500000US18173,"Warrick County, Indiana",66080
0500000US18175,"Washington County, Indiana",46861
0500000US18177,"Wayne County, Indiana",41813
0500000US18179,"Wells County, Indiana",53038
0500000US18181,"White County, Indiana",51404
0500000US18183,"Whitley County, Indiana",57041
0500000US19001,"Adair County, Iowa",49477
0500000US19003,"Adams County, Iowa",49745
0500000US19005,"Allamakee County, Iowa",47895
0500000US19007,"Appanoose County, Iowa",40377
0500000US19009,"Audubon County, Iowa",48750
0500000US19011,"Benton County, Iowa",64061
0500000US19013,"Black Hawk County, Iowa",50916
0500000US19015,"Boone County, Iowa",57906
0500000US19017,"Bremer County, Iowa",65440
0500000US19019,"Buchanan County, Iowa",59348
0500000US19021,"Buena Vista County, Iowa",52784
0500000US19023,"Butler County, Iowa",53937
0500000US19025,"Calhoun County, Iowa",46302
0500000US19027,"Carroll County, Iowa",54563
0500000US19029,"Cass County, Iowa",45637
0500000US19031,"Cedar County, Iowa",62555
0500000US19033,"Cerro Gordo County, Iowa",50569
0500000US19035,"Cherokee County, Iowa",53998
0500000US19037,"Chickasaw County, Iowa",50688
0500000US19039,"Clarke County, Iowa",49718
0500000US19041,"Clay County, Iowa",48978
0500000US19043,"Clayton County, Iowa",51114
0500000US19045,"Clinton County, Iowa",50295
0500000US19047,"Crawford County, Iowa",51091
0500000US19049,"Dallas County, Iowa",82719
0500000US19051,"Davis County, Iowa",52390
0500000US19053,"Decatur County, Iowa",41042
0500000US19055,"Delaware County, Iowa",60534
0500000US19057,"Des Moines County, Iowa",47524
0500000US19059,"Dickinson County, Iowa",59889
0500000US19061,"Dubuque County, Iowa",59150
0500000US19063,"Emmet County, Iowa",47419
0500000US19065,"Fayette County, Iowa",48412
0500000US19067,"Floyd County, Iowa",48607
0500000US19069,"Franklin County, Iowa",48172
0500000US19071,"Fremont County, Iowa",54430
0500000US19073,"Greene County, Iowa",52529
0500000US19075,"Grundy County, Iowa",65170
0500000US19077,"Guthrie County, Iowa",56306
0500000US19079,"Hamilton County, Iowa",55836
0500000US19081,"Hancock County, Iowa",57840
0500000US19083,"Hardin County, Iowa",52207
0500000US19085,"Harrison County, Iowa",57558
0500000US19087,"Henry County, Iowa",52275
0500000US19089,"Howard County, Iowa",51422
0500000US19091,"Humboldt County, Iowa",48847
0500000US19093,"Ida County, Iowa",51978
0500000US19095,"Iowa County, Iowa",58077
0500000US19097,"Jackson County, Iowa",51806
0500000US19099,"Jasper County, Iowa",56363
0500000US19101,"Jefferson County, Iowa",44516
0500000US19103,"Johnson County, Iowa",59965
0500000US19105,"Jones County, Iowa",58391
0500000US19107,"Keokuk County, Iowa",48399
0500000US19109,"Kossuth County, Iowa",54868
0500000US19111,"Lee County, Iowa",48266
0500000US19113,"Linn County, Iowa",62702
0500000US19115,"Louisa County, Iowa",54393
0500000US19117,"Lucas County, Iowa",47325
0500000US19119,"Lyon County, Iowa",62012
0500000US19121,"Madison County, Iowa",60077
0500000US19123,"Mahaska County, Iowa",50568
0500000US19125,"Marion County, Iowa",57917
0500000US19127,"Marshall County, Iowa",52752
0500000US19129,"Mills County, Iowa",67949
0500000US19131,"Mitchell County, Iowa",53675
0500000US19133,"Monona County, Iowa",41598
0500000US19135,"Monroe County, Iowa",50179
0500000US19137,"Montgomery County, Iowa",43674
0500000US19139,"Muscatine County, Iowa",56398
0500000US19141,"O'Brien County, Iowa",56314
0500000US19143,"Osceola County, Iowa",53604
0500000US19145,"Page County, Iowa",46708
0500000US19147,"Palo Alto County, Iowa",50470
0500000US19149,"Plymouth County, Iowa",61316
0500000US19151,"Pocahontas County, Iowa",45969
0500000US19153,"Polk County, Iowa",63530
0500000US19155,"Pottawattamie County, Iowa",56291
0500000US19157,"Poweshiek County, Iowa",51456
0500000US19159,"Ringgold County, Iowa",50642
0500000US19161,"Sac County, Iowa",53254
0500000US19163,"Scott County, Iowa",57681
0500000US19165,"Shelby County, Iowa",55638
0500000US19167,"Sioux County, Iowa",66022
0500000US19169,"Story County, Iowa",52671
0500000US19171,"Tama County, Iowa",56110
0500000US19173,"Taylor County, Iowa",46825
0500000US19175,"Union County, Iowa",47597
0500000US19177,"Van Buren County, Iowa",47197
0500000US19179,"Wapello County, Iowa",43329
0500000US19181,"Warren County, Iowa",71514
0500000US19183,"Washington County, Iowa",59157
0500000US19185,"Wayne County, Iowa",42434
0500000US19187,"Webster County, Iowa",42148
0500000US19189,"Winnebago County, Iowa",50072
0500000US19191,"Winneshiek County, Iowa",60788
0500000US19193,"Woodbury County, Iowa",51350
0500000US19195,"Worth County, Iowa",50880
0500000US19197,"Wright County, Iowa",48935
0500000US20001,"Allen County, Kansas",43031
0500000US20003,"Anderson County, Kansas",40986
0500000US20005,"Atchison County, Kansas",46640
0500000US20007,"Barber County, Kansas",52075
0500000US20009,"Barton County, Kansas",46070
0500000US20011,"Bourbon County, Kansas",39379
0500000US20013,"Brown County, Kansas",46964
0500000US20015,"Butler County, Kansas",62324
0500000US20017,"Chase County, Kansas",42772
0500000US20019,"Chautauqua County, Kansas",39531
0500000US20021,"Cherokee County, Kansas",41101
0500000US20023,"Cheyenne County, Kansas",47167
0500000US20025,"Clark County, Kansas",46094
0500000US20027,"Clay County, Kansas",55434
0500000US20029,"Cloud County, Kansas",44199
0500000US20031,"Coffey County, Kansas",58662
0500000US20033,"Comanche County, Kansas",51563
0500000US20035,"Cowley County, Kansas",46624
0500000US20037,"Crawford County, Kansas",38017
0500000US20039,"Decatur County, Kansas",41230
0500000US20041,"Dickinson County, Kansas",49663
0500000US20043,"Doniphan County, Kansas",50300
0500000US20045,"Douglas County, Kansas",54370
0500000US20047,"Edwards County, Kansas",50229
0500000US20049,"Elk County, Kansas",39405
0500000US20051,"Ellis County, Kansas",49562
0500000US20053,"Ellsworth County, Kansas",48550
0500000US20055,"Finney County, Kansas",51703
0500000US20057,"Ford County, Kansas",49890
0500000US20059,"Franklin County, Kansas",53167
0500000US20061,"Geary County, Kansas",46096
0500000US20063,"Gove County, Kansas",50817
0500000US20065,"Graham County, Kansas",43427
0500000US20067,"Grant County, Kansas",57474
0500000US20069,"Gray County, Kansas",61220
0500000US20071,"Greeley County, Kansas",47045
0500000US20073,"Greenwood County, Kansas",41648
0500000US20075,"Hamilton County, Kansas",48160
0500000US20077,"Harper County, Kansas",48059
0500000US20079,"Harvey County, Kansas",55687
0500000US20081,"Haskell County, Kansas",53780
0500000US20083,"Hodgeman County, Kansas",55345
0500000US20085,"Jackson County, Kansas",53592
0500000US20087,"Jefferson County, Kansas",58935
0500000US20089,"Jewell County, Kansas",43125
0500000US20091,"Johnson County, Kansas",81121
0500000US20093,"Kearny County, Kansas",51439
0500000US20095,"Kingman County, Kansas",57593
0500000US20097,"Kiowa County, Kansas",48226
0500000US20099,"Labette County, Kansas",45706
0500000US20101,"Lane County, Kansas",51765
0500000US20103,"Leavenworth County, Kansas",70022
0500000US20105,"Lincoln County, Kansas",48693
0500000US20107,"Linn County, Kansas",46576
0500000US20109,"Logan County, Kansas",49926
0500000US20111,"Lyon County, Kansas",42992
0500000US20113,"McPherson County, Kansas",56946
0500000US20115,"Marion County, Kansas",50212
0500000US20117,"Marshall County, Kansas",50420
0500000US20119,"Meade County, Kansas",54167
0500000US20121,"Miami County, Kansas",63501
0500000US20123,"Mitchell County, Kansas",44591
0500000US20125,"Montgomery County, Kansas",43977
0500000US20127,"Morris County, Kansas",50338
0500000US20129,"Morton County, Kansas",43813
0500000US20131,"Nemaha County, Kansas",53368
0500000US20133,"Neosho County, Kansas",44402
0500000US20135,"Ness County, Kansas",48412
0500000US20137,"Norton County, Kansas",50673
0500000US20139,"Osage County, Kansas",54186
0500000US20141,"Osborne County, Kansas",42173
0500000US20143,"Ottawa County, Kansas",51797
0500000US20145,"Pawnee County, Kansas",46224
0500000US20147,"Phillips County, Kansas",46806
0500000US20149,"Pottawatomie County, Kansas",64410
0500000US20151,"Pratt County, Kansas",53415
0500000US20153,"Rawlins County, Kansas",50893
0500000US20155,"Reno County, Kansas",47897
0500000US20157,"Republic County, Kansas",43489
0500000US20159,"Rice County, Kansas",48333
0500000US20161,"Riley County, Kansas",48428
0500000US20163,"Rooks County, Kansas",48352
0500000US20165,"Rush County, Kansas",43594
0500000US20167,"Russell County, Kansas",48427
0500000US20169,"Saline County, Kansas",49728
0500000US20171,"Scott County, Kansas",62198
0500000US20173,"Sedgwick County, Kansas",52841
0500000US20175,"Seward County, Kansas",47535
0500000US20177,"Shawnee County, Kansas",54667
0500000US20179,"Sheridan County, Kansas",56607
0500000US20181,"Sherman County, Kansas",52030
0500000US20183,"Smith County, Kansas",45357
0500000US20185,"Stafford County, Kansas",47121
0500000US20187,"Stanton County, Kansas",42222
0500000US20189,"Stevens County, Kansas",57500
0500000US20191,"Sumner County, Kansas",52695
0500000US20193,"Thomas County, Kansas",52465
0500000US20195,"Trego County, Kansas",55197
0500000US20197,"Wabaunsee County, Kansas",58947
0500000US20199,"Wallace County, Kansas",60000
0500000US20201,"Washington County, Kansas",47992
0500000US20203,"Wichita County, Kansas",55109
0500000US20205,"Wilson County, Kansas",44468
0500000US20207,"Woodson County, Kansas",36493
0500000US20209,"Wyandotte County, Kansas",42783
0500000US21001,"Adair County, Kentucky",36575
0500000US21003,"Allen County, Kentucky",40598
0500000US21005,"Anderson County, Kentucky",51681
0500000US21007,"Ballard County, Kentucky",42988
0500000US21009,"Barren County, Kentucky",39658
0500000US21011,"Bath County, Kentucky",38763
0500000US21013,"Bell County, Kentucky",23558
0500000US21015,"Boone County, Kentucky",72731
0500000US21017,"Bourbon County, Kentucky",47886
0500000US21019,"Boyd County, Kentucky",45543
0500000US21021,"Boyle County, Kentucky",43076
0500000US21023,"Bracken County, Kentucky",40458
0500000US21025,"Breathitt County, Kentucky",25861
0500000US21027,"Breckinridge County, Kentucky",44057
0500000US21029,"Bullitt County, Kentucky",59917
0500000US21031,"Butler County, Kentucky",39362
0500000US21033,"Caldwell County, Kentucky",46182
0500000US21035,"Calloway County, Kentucky",39269
0500000US21037,"Campbell County, Kentucky",57208
0500000US21039,"Carlisle County, Kentucky",38860
0500000US21041,"Carroll County, Kentucky",43345
0500000US21043,"Carter County, Kentucky",35095
0500000US21045,"Casey County, Kentucky",33031
0500000US21047,"Christian County, Kentucky",41849
0500000US21049,"Clark County, Kentucky",51547
0500000US21051,"Clay County, Kentucky",24596
0500000US21053,"Clinton County, Kentucky",31130
0500000US21055,"Crittenden County, Kentucky",41114
0500000US21057,"Cumberland County, Kentucky",35449
0500000US21059,"Daviess County, Kentucky",48371
0500000US21061,"Edmonson County, Kentucky",41114
0500000US21063,"Elliott County, Kentucky",29043
0500000US21065,"Estill County, Kentucky",30692
0500000US21067,"Fayette County, Kentucky",53013
0500000US21069,"Fleming County, Kentucky",41095
0500000US21071,"Floyd County, Kentucky",31196
0500000US21073,"Franklin County, Kentucky",53539
0500000US21075,"Fulton County, Kentucky",28274
0500000US21077,"Gallatin County, Kentucky",50250
0500000US21079,"Garrard County, Kentucky",47906
0500000US21081,"Grant County, Kentucky",43881
0500000US21083,"Graves County, Kentucky",40369
0500000US21085,"Grayson County, Kentucky",35944
0500000US21087,"Green County, Kentucky",37388
0500000US21089,"Greenup County, Kentucky",47517
0500000US21091,"Hancock County, Kentucky",49135
0500000US21093,"Hardin County, Kentucky",51923
0500000US21095,"Harlan County, Kentucky",24451
0500000US21097,"Harrison County, Kentucky",44620
0500000US21099,"Hart County, Kentucky",37315
0500000US21101,"Henderson County, Kentucky",43458
0500000US21103,"Henry County, Kentucky",50787
0500000US21105,"Hickman County, Kentucky",38036
0500000US21107,"Hopkins County, Kentucky",44048
0500000US21109,"Jackson County, Kentucky",32055
0500000US21111,"Jefferson County, Kentucky",52237
0500000US21113,"Jessamine County, Kentucky",55450
0500000US21115,"Johnson County, Kentucky",35629
0500000US21117,"Kenton County, Kentucky",58674
0500000US21119,"Knott County, Kentucky",30503
0500000US21121,"Knox County, Kentucky",26061
0500000US21123,"Larue County, Kentucky",41720
0500000US21125,"Laurel County, Kentucky",37235
0500000US21127,"Lawrence County, Kentucky",32703
0500000US21129,"Lee County, Kentucky",23297
0500000US21131,"Leslie County, Kentucky",27861
0500000US21133,"Letcher County, Kentucky",30293
0500000US21135,"Lewis County, Kentucky",32054
0500000US21137,"Lincoln County, Kentucky",37930
0500000US21139,"Livingston County, Kentucky",43472
0500000US21141,"Logan County, Kentucky",40982
0500000US21143,"Lyon County, Kentucky",50268
0500000US21145,"McCracken County, Kentucky",42894
0500000US21147,"McCreary County, Kentucky",19264
0500000US21149,"McLean County, Kentucky",44242
0500000US21151,"Madison County, Kentucky",46674
0500000US21153,"Magoffin County, Kentucky",29578
0500000US21155,"Marion County, Kentucky",40005
0500000US21157,"Marshall County, Kentucky",49126
0500000US21159,"Martin County, Kentucky",29239
0500000US21161,"Mason County, Kentucky",43082
0500000US21163,"Meade County, Kentucky",53732
0500000US21165,"Menifee County, Kentucky",39688
0500000US21167,"Mercer County, Kentucky",47574
0500000US21169,"Metcalfe County, Kentucky",35594
0500000US21171,"Monroe County, Kentucky",35665
0500000US21173,"Montgomery County, Kentucky",42172
0500000US21175,"Morgan County, Kentucky",33523
0500000US21177,"Muhlenberg County, Kentucky",40037
0500000US21179,"Nelson County, Kentucky",55182
0500000US21181,"Nicholas County, Kentucky",38900
0500000US21183,"Ohio County, Kentucky",41470
0500000US21185,"Oldham County, Kentucky",92237
0500000US21187,"Owen County, Kentucky",44031
0500000US21189,"Owsley County, Kentucky",22736
0500000US21191,"Pendleton County, Kentucky",49706
0500000US21193,"Perry County, Kentucky",31820
0500000US21195,"Pike County, Kentucky",32972
0500000US21197,"Powell County, Kentucky",34647
0500000US21199,"Pulaski County, Kentucky",35022
0500000US21201,"Robertson County, Kentucky",30694
0500000US21203,"Rockcastle County, Kentucky",35888
0500000US21205,"Rowan County, Kentucky",36411
0500000US21207,"Russell County, Kentucky",34660
0500000US21209,"Scott County, Kentucky",65598
0500000US21211,"Shelby County, Kentucky",63171
0500000US21213,"Simpson County, Kentucky",44989
0500000US21215,"Spencer County, Kentucky",68916
0500000US21217,"Taylor County, Kentucky",36455
0500000US21219,"Todd County, Kentucky",38248
0500000US21221,"Trigg County, Kentucky",47259
0500000US21223,"Trimble County, Kentucky",50998
0500000US21225,"Union County, Kentucky",42139
0500000US21227,"Warren County, Kentucky",49508
0500000US21229,"Washington County, Kentucky",47843
0500000US21231,"Wayne County, Kentucky",33715
0500000US21233,"Webster County, Kentucky",39273
0500000US21235,"Whitley County, Kentucky",34103
0500000US21237,"Wolfe County, Kentucky",21999
0500000US21239,"Woodford County, Kentucky",60604
0500000US22001,"Acadia Parish, Louisiana",40492
0500000US22003,"Allen Parish, Louisiana",42176
0500000US22005,"Ascension Parish, Louisiana",74748
0500000US22007,"Assumption Parish, Louisiana",48656
0500000US22009,"Avoyelles Parish, Louisiana",36763
0500000US22011,"Beauregard Parish, Louisiana",47350
0500000US22013,"Bienville Parish, Louisiana",34077
0500000US22015,"Bossier Parish, Louisiana",52145
0500000US22017,"Caddo Parish, Louisiana",40391
0500000US22019,"Calcasieu Parish, Louisiana",48219
0500000US22021,"Caldwell Parish, Louisiana",31933
0500000US22023,"Cameron Parish, Louisiana",60194
0500000US22025,"Catahoula Parish, Louisiana",34470
0500000US22027,"Claiborne Parish, Louisiana",26877
0500000US22029,"Concordia Parish, Louisiana",30028
0500000US22031,"De Soto Parish, Louisiana",41443
0500000US22033,"East Baton Rouge Parish, Louisiana",51436
0500000US22035,"East Carroll Parish, Louisiana",20795
0500000US22037,"East Feliciana Parish, Louisiana",46964
0500000US22039,"Evangeline Parish, Louisiana",31745
0500000US22041,"Franklin Parish, Louisiana",34722
0500000US22043,"Grant Parish, Louisiana",40577
0500000US22045,"Iberia Parish, Louisiana",44504
0500000US22047,"Iberville Parish, Louisiana",47128
0500000US22049,"Jackson Parish, Louisiana",36394
0500000US22051,"Jefferson Parish, Louisiana",50868
0500000US22053,"Jefferson Davis Parish, Louisiana",40744
0500000US22055,"Lafayette Parish, Louisiana",53950
0500000US22057,"Lafourche Parish, Louisiana",52705
0500000US22059,"LaSalle Parish, Louisiana",34712
0500000US22061,"Lincoln Parish, Louisiana",34424
0500000US22063,"Livingston Parish, Louisiana",60456
0500000US22065,"Madison Parish, Louisiana",29424
0500000US22067,"Morehouse Parish, Louisiana",31672
0500000US22069,"Natchitoches Parish, Louisiana",29001
0500000US22071,"Orleans Parish, Louisiana",38721
0500000US22073,"Ouachita Parish, Louisiana",40081
0500000US22075,"Plaquemines Parish, Louisiana",49635
0500000US22077,"Pointe Coupee Parish, Louisiana",43964
0500000US22079,"Rapides Parish, Louisiana",42655
0500000US22081,"Red River Parish, Louisiana",41510
0500000US22083,"Richland Parish, Louisiana",34745
0500000US22085,"Sabine Parish, Louisiana",40695
0500000US22087,"St. Bernard Parish, Louisiana",45265
0500000US22089,"St. Charles Parish, Louisiana",64707
0500000US22091,"St. Helena Parish, Louisiana",35254
0500000US22093,"St. James Parish, Louisiana",52055
0500000US22095,"St. John the Baptist Parish, Louisiana",53628
0500000US22097,"St. Landry Parish, Louisiana",32163
0500000US22099,"St. Martin Parish, Louisiana",47279
0500000US22101,"St. Mary Parish, Louisiana",41345
0500000US22103,"St. Tammany Parish, Louisiana",66539
0500000US22105,"Tangipahoa Parish, Louisiana",45901
0500000US22107,"Tensas Parish, Louisiana",21906
0500000US22109,"Terrebonne Parish, Louisiana",47650
0500000US22111,"Union Parish, Louisiana",38916
0500000US22113,"Vermilion Parish, Louisiana",49266
0500000US22115,"Vernon Parish, Louisiana",46620
0500000US22117,"Washington Parish, Louisiana",32962
0500000US22119,"Webster Parish, Louisiana",30891
0500000US22121,"West Baton Rouge Parish, Louisiana",60902
0500000US22123,"West Carroll Parish, Louisiana",37304
0500000US22125,"West Feliciana Parish, Louisiana",55647
0500000US22127,"Winn Parish, Louisiana",29472
0500000US23001,"Androscoggin County, Maine",49538
0500000US23003,"Aroostook County, Maine",39021
0500000US23005,"Cumberland County, Maine",65702
0500000US23007,"Franklin County, Maine",45541
0500000US23009,"Hancock County, Maine",51438
0500000US23011,"Kennebec County, Maine",50116
0500000US23013,"Knox County, Maine",53117
0500000US23015,"Lincoln County, Maine",54041
0500000US23017,"Oxford County, Maine",44582
0500000US23019,"Penobscot County, Maine",47886
0500000US23021,"Piscataquis County, Maine",38797
0500000US23023,"Sagadahoc County, Maine",60457
0500000US23025,"Somerset County, Maine",41549
0500000US23027,"Waldo County, Maine",50162
0500000US23029,"Washington County, Maine",40328
0500000US23031,"York County, Maine",62618
0500000US24001,"Allegany County, Maryland",42771
0500000US24003,"Anne Arundel County, Maryland",94502
0500000US24005,"Baltimore County, Maryland",71810
0500000US24009,"Calvert County, Maryland",100350
0500000US24011,"Caroline County, Maryland",52469
0500000US24013,"Carroll County, Maryland",90510
0500000US24015,"Cecil County, Maryland",70516
0500000US24017,"Charles County, Maryland",93973
0500000US24019,"Dorchester County, Maryland",50532
0500000US24021,"Frederick County, Maryland",88502
0500000US24023,"Garrett County, Maryland",48174
0500000US24025,"Harford County, Maryland",83445
0500000US24027,"Howard County, Maryland",115576
0500000US24029,"Kent County, Maryland",56638
0500000US24031,"Montgomery County, Maryland",103178
0500000US24033,"Prince George's County, Maryland",78607
0500000US24035,"Queen Anne's County, Maryland",89241
0500000US24037,"St. Mary's County, Maryland",86508
0500000US24039,"Somerset County, Maryland",39239
0500000US24041,"Talbot County, Maryland",65595
0500000US24043,"Washington County, Maryland",58260
0500000US24045,"Wicomico County, Maryland",54493
0500000US24047,"Worcester County, Maryland",59458
0500000US24510,"Baltimore city, Maryland",46641
0500000US25001,"Barnstable County, Massachusetts",68048
0500000US25003,"Berkshire County, Massachusetts",55190
0500000US25005,"Bristol County, Massachusetts",62514
0500000US25007,"Dukes County, Massachusetts",67535
0500000US25009,"Essex County, Massachusetts",73533
0500000US25011,"Franklin County, Massachusetts",57307
0500000US25013,"Hampden County, Massachusetts",52205
0500000US25015,"Hampshire County, Massachusetts",64974
0500000US25017,"Middlesex County, Massachusetts",92878
0500000US25019,"Nantucket County, Massachusetts",91942
0500000US25021,"Norfolk County, Massachusetts",95668
0500000US25023,"Plymouth County, Massachusetts",82081
0500000US25025,"Suffolk County, Massachusetts",61242
0500000US25027,"Worcester County, Massachusetts",69313
0500000US26001,"Alcona County, Michigan",39424
0500000US26003,"Alger County, Michigan",42647
0500000US26005,"Allegan County, Michigan",58487
0500000US26007,"Alpena County, Michigan",40954
0500000US26009,"Antrim County, Michigan",50988
0500000US26011,"Arenac County, Michigan",39947
0500000US26013,"Baraga County, Michigan",42757
0500000US26015,"Barry County, Michigan",57312
0500000US26017,"Bay County, Michigan",45983
0500000US26019,"Benzie County, Michigan",53185
0500000US26021,"Berrien County, Michigan",47132
0500000US26023,"Branch County, Michigan",48192
0500000US26025,"Calhoun County, Michigan",46213
0500000US26027,"Cass County, Michigan",50699
0500000US26029,"Charlevoix County, Michigan",51567
0500000US26031,"Cheboygan County, Michigan",42876
