Id,Geography,MedianIncome
0500000US26033,"Chippewa County, Michigan",44030
0500000US26035,"Clare County, Michigan",35913
0500000US26037,"Clinton County, Michigan",64903
0500000US26039,"Crawford County, Michigan",42666
0500000US26041,"Delta County, Michigan",44639
0500000US26043,"Dickinson County, Michigan",45681
0500000US26045,"Eaton County, Michigan",59244
0500000US26047,"Emmet County, Michigan",51475
0500000US26049,"Genesee County, Michigan",45231
0500000US26051,"Gladwin County, Michigan",40871
0500000US26053,"Gogebic County, Michigan",36689
0500000US26055,"Grand Traverse County, Michigan",58229
0500000US26057,"Gratiot County, Michigan",42256
0500000US26059,"Hillsdale County, Michigan",46160
0500000US26061,"Houghton County, Michigan",41379
0500000US26063,"Huron County, Michigan",45191
0500000US26065,"Ingham County, Michigan",49109
0500000US26067,"Ionia County, Michigan",51980
0500000US26069,"Iosco County, Michigan",41414
0500000US26071,"Iron County, Michigan",36773
0500000US26073,"Isabella County, Michigan",42771
0500000US26075,"Jackson County, Michigan",49715
0500000US26077,"Kalamazoo County, Michigan",51945
0500000US26079,"Kalkaska County, Michigan",43431
0500000US26081,"Kent County, Michigan",57302
0500000US26083,"Keweenaw County, Michigan",41118
0500000US26085,"Lake County, Michigan",32309
0500000US26087,"Lapeer County, Michigan",56186
0500000US26089,"Leelanau County, Michigan",62646
0500000US26091,"Lenawee County, Michigan",51339
0500000US26093,"Livingston County, Michigan",78430
0500000US26095,"Luce County, Michigan",41221
0500000US26097,"Mackinac County, Michigan",42559
0500000US26099,"Macomb County, Michigan",58175
0500000US26101,"Manistee County, Michigan",44882
0500000US26103,"Marquette County, Michigan",48491
0500000US26105,"Mason County, Michigan",45524
0500000US26107,"Mecosta County, Michigan",43470
0500000US26109,"Menominee County, Michigan",44480
0500000US26111,"Midland County, Michigan",57117
0500000US26113,"Missaukee County, Michigan",42370
0500000US26115,"Monroe County, Michigan",59479
0500000US26117,"Montcalm County, Michigan",44651
0500000US26119,"Montmorency County, Michigan",39152
0500000US26121,"Muskegon County, Michigan",46077
0500000US26123,"Newaygo County, Michigan",45645
0500000US26125,"Oakland County, Michigan",73369
0500000US26127,"Oceana County, Michigan",44382
0500000US26129,"Ogemaw County, Michigan",38149
0500000US26131,"Ontonagon County, Michigan",36073
0500000US26133,"Osceola County, Michigan",41099
0500000US26135,"Oscoda County, Michigan",36833
0500000US26137,"Otsego County, Michigan",50823
0500000US26139,"Ottawa County, Michigan",63962
0500000US26141,"Presque Isle County, Michigan",43758
0500000US26143,"Roscommon County, Michigan",37834
0500000US26145,"Saginaw County, Michigan",45034
0500000US26147,"St. Clair County, Michigan",53641
0500000US26149,"St. Joseph County, Michigan",47856
0500000US26151,"Sanilac County, Michigan",44417
0500000US26153,"Schoolcraft County, Michigan",37428
0500000US26155,"Shiawassee County, Michigan",50967
0500000US26157,"Tuscola County, Michigan",45495
0500000US26159,"Van Buren County, Michigan",49119
0500000US26161,"Washtenaw County, Michigan",65618
0500000US26163,"Wayne County, Michigan",43702
0500000US26165,"Wexford County, Michigan",42793
0500000US27001,"Aitkin County, Minnesota",45860
0500000US27003,"Anoka County, Minnesota",76796
0500000US27005,"Becker County, Minnesota",55884
0500000US27007,"Beltrami County, Minnesota",45923
0500000US27009,"Benton County, Minnesota",53574
0500000US27011,"Big Stone County, Minnesota",48299
0500000US27013,"Blue Earth County, Minnesota",53752
0500000US27015,"Brown County, Minnesota",55764
0500000US27017,"Carlton County, Minnesota",58874
0500000US27019,"Carver County, Minnesota",93095
0500000US27021,"Cass County, Minnesota",50162
0500000US27023,"Chippewa County, Minnesota",57601
0500000US27025,"Chisago County, Minnesota",76747
0500000US27027,"Clay County, Minnesota",61409
0500000US27029,"Clearwater County, Minnesota",45638
0500000US27031,"Cook County, Minnesota",51903
0500000US27033,"Cottonwood County, Minnesota",50524
0500000US27035,"Crow Wing County, Minnesota",53121
0500000US27037,"Dakota County, Minnesota",79995
0500000US27039,"Dodge County, Minnesota",71078
0500000US27041,"Douglas County, Minnesota",58667
0500000US27043,"Faribault County, Minnesota",50847
0500000US27045,"Fillmore County, Minnesota",57093
0500000US27047,"Freeborn County, Minnesota",51174
0500000US27049,"Goodhue County, Minnesota",62431
0500000US27051,"Grant County, Minnesota",53727
0500000US27053,"Hennepin County, Minnesota",71154
0500000US27055,"Houston County, Minnesota",56837
0500000US27057,"Hubbard County, Minnesota",52941
0500000US27059,"Isanti County, Minnesota",67565
0500000US27061,"Itasca County, Minnesota",52050
0500000US27063,"Jackson County, Minnesota",55122
0500000US27065,"Kanabec County, Minnesota",50509
0500000US27067,"Kandiyohi County, Minnesota",56604
0500000US27069,"Kittson County, Minnesota",52304
0500000US27071,"Koochiching County, Minnesota",47131
0500000US27073,"Lac qui Parle County, Minnesota",50195
0500000US27075,"Lake County, Minnesota",56078
0500000US27077,"Lake of the Woods County, Minnesota",46943
0500000US27079,"Le Sueur County, Minnesota",65500
0500000US27081,"Lincoln County, Minnesota",51102
0500000US27083,"Lyon County, Minnesota",54181
0500000US27085,"McLeod County, Minnesota",59869
0500000US27087,"Mahnomen County, Minnesota",42439
0500000US27089,"Marshall County, Minnesota",57289
0500000US27091,"Martin County, Minnesota",53627
0500000US27093,"Meeker County, Minnesota",59611
0500000US27095,"Mille Lacs County, Minnesota",53737
0500000US27097,"Morrison County, Minnesota",52855
0500000US27099,"Mower County, Minnesota",53700
0500000US27101,"Murray County, Minnesota",54211
0500000US27103,"Nicollet County, Minnesota",62593
0500000US27105,"Nobles County, Minnesota",53267
0500000US27107,"Norman County, Minnesota",53034
0500000US27109,"Olmsted County, Minnesota",72337
0500000US27111,"Otter Tail County, Minnesota",55181
0500000US27113,"Pennington County, Minnesota",53893
0500000US27115,"Pine County, Minnesota",47285
0500000US27117,"Pipestone County, Minnesota",48909
0500000US27119,"Polk County, Minnesota",55393
0500000US27121,"Pope County, Minnesota",58198
0500000US27123,"Ramsey County, Minnesota",60301
0500000US27125,"Red Lake County, Minnesota",52500
0500000US27127,"Redwood County, Minnesota",51871
0500000US27129,"Renville County, Minnesota",56721
0500000US27131,"Rice County, Minnesota",63311
0500000US27133,"Rock County, Minnesota",56753
0500000US27135,"Roseau County, Minnesota",56273
0500000US27137,"St. Louis County, Minnesota",50936
0500000US27139,"Scott County, Minnesota",93151
0500000US27141,"Sherburne County, Minnesota",83895
0500000US27143,"Sibley County, Minnesota",60848
0500000US27145,"Stearns County, Minnesota",59564
0500000US27147,"Steele County, Minnesota",58882
0500000US27149,"Stevens County, Minnesota",57552
0500000US27151,"Swift County, Minnesota",49556
0500000US27153,"Todd County, Minnesota",49213
0500000US27155,"Traverse County, Minnesota",48889
0500000US27157,"Wabasha County, Minnesota",61973
0500000US27159,"Wadena County, Minnesota",45018
0500000US27161,"Waseca County, Minnesota",55189
0500000US27163,"Washington County, Minnesota",89598
0500000US27165,"Watonwan County, Minnesota",50044
0500000US27167,"Wilkin County, Minnesota",52917
0500000US27169,"Winona County, Minnesota",53975
0500000US27171,"Wright County, Minnesota",77953
0500000US27173,"Yellow Medicine County, Minnesota",54645
0500000US28001,"Adams County, Mississippi",30359
0500000US28003,"Alcorn County, Mississippi",38919
0500000US28005,"Amite County, Mississippi",30129
0500000US28007,"Attala County, Mississippi",33815
0500000US28009,"Benton County, Mississippi",40605
0500000US28011,"Bolivar County, Mississippi",28468
0500000US28013,"Calhoun County, Mississippi",33370
0500000US28015,"Carroll County, Mississippi",43068
0500000US28017,"Chickasaw County, Mississippi",33579
0500000US28019,"Choctaw County, Mississippi",34542
0500000US28021,"Claiborne County, Mississippi",24601
0500000US28023,"Clarke County, Mississippi",37626
0500000US28025,"Clay County, Mississippi",34118
0500000US28027,"Coahoma County, Mississippi",28728
0500000US28029,"Copiah County, Mississippi",38046
0500000US28031,"Covington County, Mississippi",36471
0500000US28033,"DeSoto County, Mississippi",62595
0500000US28035,"Forrest County, Mississippi",39555
0500000US28037,"Franklin County, Mississippi",42388
0500000US28039,"George County, Mississippi",47640
0500000US28041,"Greene County, Mississippi",48029
0500000US28043,"Grenada County, Mississippi",34876
0500000US28045,"Hancock County, Mississippi",47518
0500000US28047,"Harrison County, Mississippi",44684
0500000US28049,"Hinds County, Mississippi",41011
0500000US28051,"Holmes County, Mississippi",20330
0500000US28053,"Humphreys County, Mississippi",26188
0500000US28055,"Issaquena County, Mississippi",25609
0500000US28057,"Itawamba County, Mississippi",38358
0500000US28059,"Jackson County, Mississippi",50274
0500000US28061,"Jasper County, Mississippi",35271
0500000US28063,"Jefferson County, Mississippi",21779
0500000US28065,"Jefferson Davis County, Mississippi",26736
0500000US28067,"Jones County, Mississippi",38656
0500000US28069,"Kemper County, Mississippi",27016
0500000US28071,"Lafayette County, Mississippi",45019
0500000US28073,"Lamar County, Mississippi",56129
0500000US28075,"Lauderdale County, Mississippi",41340
0500000US28077,"Lawrence County, Mississippi",40432
0500000US28079,"Leake County, Mississippi",35578
0500000US28081,"Lee County, Mississippi",45985
0500000US28083,"Leflore County, Mississippi",25210
0500000US28085,"Lincoln County, Mississippi",37308
0500000US28087,"Lowndes County, Mississippi",43198
0500000US28089,"Madison County, Mississippi",68600
0500000US28091,"Marion County, Mississippi",30998
0500000US28093,"Marshall County, Mississippi",41134
0500000US28095,"Monroe County, Mississippi",39444
0500000US28097,"Montgomery County, Mississippi",34983
0500000US28099,"Neshoba County, Mississippi",36755
0500000US28101,"Newton County, Mississippi",37643
0500000US28103,"Noxubee County, Mississippi",30808
0500000US28105,"Oktibbeha County, Mississippi",37348
0500000US28107,"Panola County, Mississippi",35891
0500000US28109,"Pearl River County, Mississippi",44734
0500000US28111,"Perry County, Mississippi",35374
0500000US28113,"Pike County, Mississippi",30949
0500000US28115,"Pontotoc County, Mississippi",41865
0500000US28117,"Prentiss County, Mississippi",32854
0500000US28119,"Quitman County, Mississippi",25671
0500000US28121,"Rankin County, Mississippi",61605
0500000US28123,"Scott County, Mississippi",33601
0500000US28125,"Sharkey County, Mississippi",30033
0500000US28127,"Simpson County, Mississippi",37591
0500000US28129,"Smith County, Mississippi",37697
0500000US28131,"Stone County, Mississippi",46283
0500000US28133,"Sunflower County, Mississippi",28556
0500000US28135,"Tallahatchie County, Mississippi",30000
0500000US28137,"Tate County, Mississippi",46233
0500000US28139,"Tippah County, Mississippi",39351
0500000US28141,"Tishomingo County, Mississippi",36672
0500000US28143,"Tunica County, Mississippi",32052
0500000US28145,"Union County, Mississippi",40076
0500000US28147,"Walthall County, Mississippi",31077
0500000US28149,"Warren County, Mississippi",41635
0500000US28151,"Washington County, Mississippi",29387
0500000US28153,"Wayne County, Mississippi",35215
0500000US28155,"Webster County, Mississippi",35634
0500000US28157,"Wilkinson County, Mississippi",23340
0500000US28159,"Winston County, Mississippi",33313
0500000US28161,"Yalobusha County, Mississippi",37647
0500000US28163,"Yazoo County, Mississippi",28330
0500000US29001,"Adair County, Missouri",38750
0500000US29003,"Andrew County, Missouri",56658
0500000US29005,"Atchison County, Missouri",45259
0500000US29007,"Audrain County, Missouri",44056
0500000US29009,"Barry County, Missouri",40638
0500000US29011,"Barton County, Missouri",41184
0500000US29013,"Bates County, Missouri",45605
0500000US29015,"Benton County, Missouri",35097
0500000US29017,"Bollinger County, Missouri",40791
0500000US29019,"Boone County, Missouri",52005
0500000US29021,"Buchanan County, Missouri",48652
0500000US29023,"Butler County, Missouri",37878
0500000US29025,"Caldwell County, Missouri",44975
0500000US29027,"Callaway County, Missouri",53180
0500000US29029,"Camden County, Missouri",50496
0500000US29031,"Cape Girardeau County, Missouri",49554
0500000US29033,"Carroll County, Missouri",43583
0500000US29035,"Carter County, Missouri",37875
0500000US29037,"Cass County, Missouri",65352
0500000US29039,"Cedar County, Missouri",35930
0500000US29041,"Chariton County, Missouri",43186
0500000US29043,"Christian County, Missouri",55761
0500000US29045,"Clark County, Missouri",45216
0500000US29047,"Clay County, Missouri",65675
0500000US29049,"Clinton County, Missouri",57591
0500000US29051,"Cole County, Missouri",54216
0500000US29053,"Cooper County, Missouri",46547
0500000US29055,"Crawford County, Missouri",37171
0500000US29057,"Dade County, Missouri",38880
0500000US29059,"Dallas County, Missouri",41441
0500000US29061,"Daviess County, Missouri",45707
0500000US29063,"DeKalb County, Missouri",46517
0500000US29065,"Dent County, Missouri",38829
0500000US29067,"Douglas County, Missouri",33003
0500000US29069,"Dunklin County, Missouri",32348
0500000US29071,"Franklin County, Missouri",53849
0500000US29073,"Gasconade County, Missouri",50687
0500000US29075,"Gentry County, Missouri",43777
0500000US29077,"Greene County, Missouri",43175
0500000US29079,"Grundy County, Missouri",41092
0500000US29081,"Harrison County, Missouri",42889
0500000US29083,"Henry County, Missouri",41089
0500000US29085,"Hickory County, Missouri",34746
0500000US29087,"Holt County, Missouri",43981
0500000US29089,"Howard County, Missouri",50356
0500000US29091,"Howell County, Missouri",34984
0500000US29093,"Iron County, Missouri",36457
0500000US29095,"Jackson County, Missouri",50652
0500000US29097,"Jasper County, Missouri",45328
0500000US29099,"Jefferson County, Missouri",60765
0500000US29101,"Johnson County, Missouri",50689
0500000US29103,"Knox County, Missouri",39674
0500000US29105,"Laclede County, Missouri",42646
0500000US29107,"Lafayette County, Missouri",52557
0500000US29109,"Lawrence County, Missouri",41673
0500000US29111,"Lewis County, Missouri",47148
0500000US29113,"Lincoln County, Missouri",58603
0500000US29115,"Linn County, Missouri",41652
0500000US29117,"Livingston County, Missouri",45929
0500000US29119,"McDonald County, Missouri",41207
0500000US29121,"Macon County, Missouri",38903
0500000US29123,"Madison County, Missouri",37484
0500000US29125,"Maries County, Missouri",41715
0500000US29127,"Marion County, Missouri",44098
0500000US29129,"Mercer County, Missouri",43314
0500000US29131,"Miller County, Missouri",41461
0500000US29133,"Mississippi County, Missouri",32212
0500000US29135,"Moniteau County, Missouri",50897
0500000US29137,"Monroe County, Missouri",42011
0500000US29139,"Montgomery County, Missouri",43094
0500000US29141,"Morgan County, Missouri",34776
0500000US29143,"New Madrid County, Missouri",33846
0500000US29145,"Newton County, Missouri",46723
0500000US29147,"Nodaway County, Missouri",41370
0500000US29149,"Oregon County, Missouri",32070
0500000US29151,"Osage County, Missouri",54503
0500000US29153,"Ozark County, Missouri",32021
0500000US29155,"Pemiscot County, Missouri",32468
0500000US29157,"Perry County, Missouri",54935
0500000US29159,"Pettis County, Missouri",43097
0500000US29161,"Phelps County, Missouri",41681
0500000US29163,"Pike County, Missouri",45112
0500000US29165,"Platte County, Missouri",74199
0500000US29167,"Polk County, Missouri",44805
0500000US29169,"Pulaski County, Missouri",51137
0500000US29171,"Putnam County, Missouri",37028
0500000US29173,"Ralls County, Missouri",50161
0500000US29175,"Randolph County, Missouri",44754
0500000US29177,"Ray County, Missouri",57270
0500000US29179,"Reynolds County, Missouri",40265
0500000US29181,"Ripley County, Missouri",33849
0500000US29183,"St. Charles County, Missouri",78380
0500000US29185,"St. Clair County, Missouri",35066
0500000US29186,"Ste. Genevieve County, Missouri",50959
0500000US29187,"St. Francois County, Missouri",42873
0500000US29189,"St. Louis County, Missouri",62931
0500000US29195,"Saline County, Missouri",41567
0500000US29197,"Schuyler County, Missouri",38848
0500000US29199,"Scotland County, Missouri",42939
0500000US29201,"Scott County, Missouri",41628
0500000US29203,"Shannon County, Missouri",31202
0500000US29205,"Shelby County, Missouri",42593
0500000US29207,"Stoddard County, Missouri",40076
0500000US29209,"Stone County, Missouri",43292
0500000US29211,"Sullivan County, Missouri",42034
0500000US29213,"Taney County, Missouri",39661
0500000US29215,"Texas County, Missouri",35571
0500000US29217,"Vernon County, Missouri",41479
0500000US29219,"Warren County, Missouri",56193
0500000US29221,"Washington County, Missouri",37810
0500000US29223,"Wayne County, Missouri",35135
0500000US29225,"Webster County, Missouri",45185
0500000US29227,"Worth County, Missouri",48214
0500000US29229,"Wright County, Missouri",31290
0500000US29510,"St. Louis city, Missouri",38664
0500000US30001,"Beaverhead County, Montana",43880
0500000US30003,"Big Horn County, Montana",47276
0500000US30005,"Blaine County, Montana",35506
0500000US30007,"Broadwater County, Montana",55295
0500000US30009,"Carbon County, Montana",56988
0500000US30011,"Carter County, Montana",45347
0500000US30013,"Cascade County, Montana",46827
0500000US30015,"Chouteau County, Montana",39577
0500000US30017,"Custer County, Montana",53050
0500000US30019,"Daniels County, Montana",53591
0500000US30021,"Dawson County, Montana",59622
0500000US30023,"Deer Lodge County, Montana",41235
0500000US30025,"Fallon County, Montana",56806
0500000US30027,"Fergus County, Montana",47110
0500000US30029,"Flathead County, Montana",51410
0500000US30031,"Gallatin County, Montana",59397
0500000US30033,"Garfield County, Montana",47188
0500000US30035,"Glacier County, Montana",29201
0500000US30037,"Golden Valley County, Montana",43854
0500000US30039,"Granite County, Montana",49063
0500000US30041,"Hill County, Montana",45269
0500000US30043,"Jefferson County, Montana",64911
0500000US30045,"Judith Basin County, Montana",43281
0500000US30047,"Lake County, Montana",42582
0500000US30049,"Lewis and Clark County, Montana",60789
0500000US30051,"Liberty County, Montana",46641
0500000US30053,"Lincoln County, Montana",36934
0500000US30055,"McCone County, Montana",46193
0500000US30057,"Madison County, Montana",47900
0500000US30059,"Meagher County, Montana",41343
0500000US30061,"Mineral County, Montana",40117
0500000US30063,"Missoula County, Montana",49412
0500000US30065,"Musselshell County, Montana",38156
0500000US30067,"Park County, Montana",44920
0500000US30069,"Petroleum County, Montana",46429
0500000US30071,"Phillips County, Montana",42101
0500000US30073,"Pondera County, Montana",44597
0500000US30075,"Powder River County, Montana",51136
0500000US30077,"Powell County, Montana",44352
0500000US30079,"Prairie County, Montana",50850
0500000US30081,"Ravalli County, Montana",44733
0500000US30083,"Richland County, Montana",66572
0500000US30085,"Roosevelt County, Montana",39219
0500000US30087,"Rosebud County, Montana",54709
0500000US30089,"Sanders County, Montana",36445
0500000US30091,"Sheridan County, Montana",51940
0500000US30093,"Silver Bow County, Montana",40480
0500000US30095,"Stillwater County, Montana",61998
0500000US30097,"Sweet Grass County, Montana",49761
0500000US30099,"Teton County, Montana",51060
0500000US30101,"Toole County, Montana",46735
0500000US30103,"Treasure County, Montana",42454
0500000US30105,"Valley County, Montana",55267
0500000US30107,"Wheatland County, Montana",37222
0500000US30109,"Wibaux County, Montana",47132
0500000US30111,"Yellowstone County, Montana",57955
0500000US31001,"Adams County, Nebraska",51721
0500000US31003,"Antelope County, Nebraska",46949
0500000US31005,"Arthur County, Nebraska",41250
0500000US31007,"Banner County, Nebraska",55000
0500000US31009,"Blaine County, Nebraska",52000
0500000US31011,"Boone County, Nebraska",53854
0500000US31013,"Box Butte County, Nebraska",56328
0500000US31015,"Boyd County, Nebraska",48750
0500000US31017,"Brown County, Nebraska",42773
0500000US31019,"Buffalo County, Nebraska",55053
0500000US31021,"Burt County, Nebraska",50174
0500000US31023,"Butler County, Nebraska",52448
0500000US31025,"Cass County, Nebraska",68284
0500000US31027,"Cedar County, Nebraska",57208
0500000US31029,"Chase County, Nebraska",54568
0500000US31031,"Cherry County, Nebraska",53226
0500000US31033,"Cheyenne County, Nebraska",58770
0500000US31035,"Clay County, Nebraska",54167
0500000US31037,"Colfax County, Nebraska",54876
0500000US31039,"Cuming County, Nebraska",50734
0500000US31041,"Custer County, Nebraska",48836
0500000US31043,"Dakota County, Nebraska",52401
0500000US31045,"Dawes County, Nebraska",46146
0500000US31047,"Dawson County, Nebraska",51238
0500000US31049,"Deuel County, Nebraska",53438
0500000US31051,"Dixon County, Nebraska",57036
0500000US31053,"Dodge County, Nebraska",51748
0500000US31055,"Douglas County, Nebraska",58640
0500000US31057,"Dundy County, Nebraska",44653
0500000US31059,"Fillmore County, Nebraska",56750
0500000US31061,"Franklin County, Nebraska",49453
0500000US31063,"Frontier County, Nebraska",52090
0500000US31065,"Furnas County, Nebraska",43400
0500000US31067,"Gage County, Nebraska",52223
0500000US31069,"Garden County, Nebraska",48125
0500000US31071,"Garfield County, Nebraska",46509
0500000US31073,"Gosper County, Nebraska",61769
0500000US31075,"Grant County, Nebraska",45833
0500000US31077,"Greeley County, Nebraska",47218
0500000US31079,"Hall County, Nebraska",53807
0500000US31081,"Hamilton County, Nebraska",61944
0500000US31083,"Harlan County, Nebraska",46750
0500000US31085,"Hayes County, Nebraska",44946
0500000US31087,"Hitchcock County, Nebraska",41582
0500000US31089,"Holt County, Nebraska",52050
0500000US31091,"Hooker County, Nebraska",41607
0500000US31093,"Howard County, Nebraska",53648
0500000US31095,"Jefferson County, Nebraska",46576
0500000US31097,"Johnson County, Nebraska",49564
0500000US31099,"Kearney County, Nebraska",53207
0500000US31101,"Keith County, Nebraska",45078
0500000US31103,"Keya Paha County, Nebraska",48864
0500000US31105,"Kimball County, Nebraska",43017
0500000US31107,"Knox County, Nebraska",48072
0500000US31109,"Lancaster County, Nebraska",55747
0500000US31111,"Lincoln County, Nebraska",55875
0500000US31113,"Logan County, Nebraska",50278
0500000US31115,"Loup County, Nebraska",58625
0500000US31117,"McPherson County, Nebraska",60714
0500000US31119,"Madison County, Nebraska",49865
0500000US31121,"Merrick County, Nebraska",53536
0500000US31123,"Morrill County, Nebraska",44201
0500000US31125,"Nance County, Nebraska",45428
0500000US31127,"Nemaha County, Nebraska",55536
0500000US31129,"Nuckolls County, Nebraska",42055
0500000US31131,"Otoe County, Nebraska",54605
0500000US31133,"Pawnee County, Nebraska",42176
0500000US31135,"Perkins County, Nebraska",58125
0500000US31137,"Phelps County, Nebraska",56408
0500000US31139,"Pierce County, Nebraska",55417
0500000US31141,"Platte County, Nebraska",58679
0500000US31143,"Polk County, Nebraska",63667
0500000US31145,"Red Willow County, Nebraska",42882
0500000US31147,"Richardson County, Nebraska",46839
0500000US31149,"Rock County, Nebraska",52361
0500000US31151,"Saline County, Nebraska",50932
0500000US31153,"Sarpy County, Nebraska",75752
0500000US31155,"Saunders County, Nebraska",65015
0500000US31157,"Scotts Bluff County, Nebraska",47975
0500000US31159,"Seward County, Nebraska",63095
0500000US31161,"Sheridan County, Nebraska",41209
0500000US31163,"Sherman County, Nebraska",48704
0500000US31165,"Sioux County, Nebraska",45375
0500000US31167,"Stanton County, Nebraska",57534
0500000US31169,"Thayer County, Nebraska",48151
0500000US31171,"Thomas County, Nebraska",53173
0500000US31173,"Thurston County, Nebraska",44701
0500000US31175,"Valley County, Nebraska",50270
0500000US31177,"Washington County, Nebraska",66485
0500000US31179,"Wayne County, Nebraska",58093
0500000US31181,"Webster County, Nebraska",43831
0500000US31183,"Wheeler County, Nebraska",49706
0500000US31185,"York County, Nebraska",59966
0500000US32001,"Churchill County, Nevada",46914
0500000US32003,"Clark County, Nevada",54882
0500000US32005,"Douglas County, Nevada",61176
0500000US32007,"Elko County, Nevada",76178
0500000US32009,"Esmeralda County, Nevada",39405
0500000US32011,"Eureka County, Nevada",67159
0500000US32013,"Humboldt County, Nevada",69324
0500000US32015,"Lander County, Nevada",79865
0500000US32017,"Lincoln County, Nevada",52971
0500000US32019,"Lyon County, Nevada",50920
0500000US32021,"Mineral County, Nevada",39375
0500000US32023,"Nye County, Nevada",44225
0500000US32027,"Pershing County, Nevada",52308
0500000US32029,"Storey County, Nevada",63607
0500000US32031,"Washoe County, Nevada",58595
0500000US32033,"White Pine County, Nevada",60358
0500000US32510,"Carson City, Nevada",49341
0500000US33001,"Belknap County, New Hampshire",65834
0500000US33003,"Carroll County, New Hampshire",58139
0500000US33005,"Cheshire County, New Hampshire",60148
0500000US33007,"Coos County, New Hampshire",45386
0500000US33009,"Grafton County, New Hampshire",61036
0500000US33011,"Hillsborough County, New Hampshire",75777
0500000US33013,"Merrimack County, New Hampshire",69856
0500000US33015,"Rockingham County, New Hampshire",85619
0500000US33017,"Strafford County, New Hampshire",67805
0500000US33019,"Sullivan County, New Hampshire",59419
0500000US34001,"Atlantic County, New Jersey",57514
0500000US34003,"Bergen County, New Jersey",91572
0500000US34005,"Burlington County, New Jersey",82839
0500000US34007,"Camden County, New Jersey",65037
0500000US34009,"Cape May County, New Jersey",62332
0500000US34011,"Cumberland County, New Jersey",50000
0500000US34013,"Essex County, New Jersey",57365
0500000US34015,"Gloucester County, New Jersey",81489
0500000US34017,"Hudson County, New Jersey",62681
0500000US34019,"Hunterdon County, New Jersey",110969
0500000US34021,"Mercer County, New Jersey",77027
0500000US34023,"Middlesex County, New Jersey",83133
0500000US34025,"Monmouth County, New Jersey",91807
0500000US34027,"Morris County, New Jersey",107034
0500000US34029,"Ocean County, New Jersey",65771
0500000US34031,"Passaic County, New Jersey",63339
0500000US34033,"Salem County, New Jersey",63934
0500000US34035,"Somerset County, New Jersey",106046
0500000US34037,"Sussex County, New Jersey",89238
0500000US34039,"Union County, New Jersey",73376
0500000US34041,"Warren County, New Jersey",75500
0500000US35001,"Bernalillo County, New Mexico",50386
0500000US35003,"Catron County, New Mexico",42047
0500000US35005,"Chaves County, New Mexico",42177
0500000US35006,"Cibola County, New Mexico",36089
0500000US35007,"Colfax County, New Mexico",33042
0500000US35009,"Curry County, New Mexico",41941
0500000US35011,"De Baca County, New Mexico",31439
0500000US35013,"Doña Ana County, New Mexico",39114
0500000US35015,"Eddy County, New Mexico",60703
0500000US35017,"Grant County, New Mexico",40470
0500000US35019,"Guadalupe County, New Mexico",26060
0500000US35021,"Harding County, New Mexico",35096
0500000US35023,"Hidalgo County, New Mexico",31829
0500000US35025,"Lea County, New Mexico",59285
0500000US35027,"Lincoln County, New Mexico",42145
0500000US35028,"Los Alamos County, New Mexico",110190
0500000US35029,"Luna County, New Mexico",27602
0500000US35031,"McKinley County, New Mexico",30336
0500000US35033,"Mora County, New Mexico",26644
0500000US35035,"Otero County, New Mexico",43533
0500000US35037,"Quay County, New Mexico",26663
0500000US35039,"Rio Arriba County, New Mexico",33422
0500000US35041,"Roosevelt County, New Mexico",35928
0500000US35043,"Sandoval County, New Mexico",60345
0500000US35045,"San Juan County, New Mexico",49686
0500000US35047,"San Miguel County, New Mexico",29168
0500000US35049,"Santa Fe County, New Mexico",57945
0500000US35051,"Sierra County, New Mexico",29690
0500000US35053,"Socorro County, New Mexico",34008
0500000US35055,"Taos County, New Mexico",35314
0500000US35057,"Torrance County, New Mexico",35543
0500000US35059,"Union County, New Mexico",38240
0500000US35061,"Valencia County, New Mexico",43428
0500000US36001,"Albany County, New York",62293
0500000US36003,"Allegany County, New York",45359
0500000US36005,"Bronx County, New York",36593
0500000US36007,"Broome County, New York",49064
0500000US36009,"Cattaraugus County, New York",45571
0500000US36011,"Cayuga County, New York",54664
0500000US36013,"Chautauqua County, New York",44304
0500000US36015,"Chemung County, New York",51251
0500000US36017,"Chenango County, New York",48567
0500000US36019,"Clinton County, New York",52759
0500000US36021,"Columbia County, New York",61093
0500000US36023,"Cortland County, New York",52451
0500000US36025,"Delaware County, New York",47921
0500000US36027,"Dutchess County, New York",75585
0500000US36029,"Erie County, New York",54006
0500000US36031,"Essex County, New York",55294
0500000US36033,"Franklin County, New York",50733
0500000US36035,"Fulton County, New York",48033
0500000US36037,"Genesee County, New York",54033
0500000US36039,"Greene County, New York",53214
0500000US36041,"Hamilton County, New York",55587
0500000US36043,"Herkimer County, New York",49077
0500000US36045,"Jefferson County, New York",50322
0500000US36047,"Kings County, New York",52782
0500000US36049,"Lewis County, New York",51475
0500000US36051,"Livingston County, New York",53654
0500000US36053,"Madison County, New York",58365
0500000US36055,"Monroe County, New York",55272
0500000US36057,"Montgomery County, New York",47449
0500000US36059,"Nassau County, New York",105744
0500000US36061,"New York County, New York",79781
0500000US36063,"Niagara County, New York",51656
0500000US36065,"Oneida County, New York",51316
0500000US36067,"Onondaga County, New York",57271
0500000US36069,"Ontario County, New York",61710
0500000US36071,"Orange County, New York",75146
0500000US36073,"Orleans County, New York",49223
0500000US36075,"Oswego County, New York",51755
0500000US36077,"Otsego County, New York",51254
0500000US36079,"Putnam County, New York",99608
0500000US36081,"Queens County, New York",62008
